time,lightbar,idlerpm,maxrpm,airspeed,engineRunning,gearboxMode,accXSmooth,accYSmooth,reverse,accZSmooth,steeringUnassisted,airflowspeed,trip,nop,parkingbrake_input,parking,abs,hPatternAxisX,hasABS,lowhighbeam,steering_input,highbeam,lowhighbeam_signal_R,lowhighbeam_signal_L,gear,odometer,brake,throttle,highbeam_wigwag_R,highbeam_wigwag_L,reverse_wigwag_R,reverse_wigwag_L,brakelight_signal_R,auto_p,auto_r,steering,auto_d,auto_1,auto_2,minGearIndex,maxGearIndex,brakelight_signal_L,freezeState,altitude,running,lowbeam,hPatternAxisY,lowpressure,ignition,lowfuel,rpm,fuel,auto_n,smoothShiftLogicAV,clutch,rpmspin,boost,boostMax,hazard,parkingbrake,lights,turnsignal,brake_input,throttle_input,wheelspeed,oil,gearModeIndex,horn,4ws,clutch_input,abs_active,avg_wheel_av,brake_lights,check_engine,clutch_ratio,engine_load,engine_throttle,exhaust_flow,fog_lights,fuel_volume,fuel_capacity,gear_a,gear_index,gear_m,hazard_signal,is_shifting,headlights,oil_temperature,radiator_fan_spin,rpm_tacho,signal_l,left_signal,signal_r,right_signal,water_temperature
0.01126806640625,0.0,700.0,6300.0,0.00015111403016889656,1.0,realistic,0.0006537061400904855,0.001192431731837323,0.0,-9.806821174900874,0.0,6.262389741035757e-05,3997.3180269640025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180269640025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945609004354,True,0.0,0.0,0.0,True,False,670.8075500743107,0.9944543482890904,0.0,-5.804107934434988e-05,0.0,84.08984097270377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137145656604266,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044841322232969105,0.0,False,1.0,0.4039421287175844,0.0,0.4059090513798386,0.0,49.72271741445452,50.0,0.0,0.0,0.0,False,False,0.0,90.44857343232212,0.0,674.0957109176677,0.0,False,0.0,False,89.6887531961548
0.03068994140625,0.0,700.0,6300.0,0.00013298653014556843,1.0,realistic,-1.952573733618923e-05,0.0007638587503899037,0.0,-9.807523711371765,0.0,6.198696892485859e-05,3997.3180292251213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180292251213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945604635124,True,0.0,0.0,0.0,True,False,667.5822914167522,0.9944542457265599,0.0,0.00015557814464437189,0.0,106.22649000520629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014235981901816765,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046549200123990886,0.0,False,1.0,0.4045546974684646,0.0,0.40155230180740364,0.0,49.722712286328,50.0,0.0,0.0,0.0,False,False,0.0,90.44797699733573,0.0,670.8075500743107,0.0,False,0.0,False,89.68871363612726
0.065625732421875,0.0,700.0,6300.0,0.0001428315504982573,1.0,realistic,6.184544676370183e-05,0.00227145769124853,0.0,-9.807556865900892,0.0,5.979383430056012e-05,3997.3180319121793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180319121793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.8094560113974,True,0.0,0.0,0.0,True,False,664.3874310500004,0.9944541437470754,0.0,0.0002967533539133734,0.0,128.59049732474156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6757584028425233e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.3572461183648556e-05,0.0,False,1.0,0.40553811324124167,0.0,0.4039421287175844,0.0,49.72270718735377,50.0,0.0,0.0,0.0,False,False,0.0,90.44801184024695,0.0,667.5822914167522,0.0,False,0.0,False,89.68861983568915
0.09847412109375,0.0,700.0,6300.0,0.00014443960287179567,1.0,realistic,-0.00010341682969982695,0.0023088653791177864,0.0,-9.80756488236041,0.0,5.3788278515841575e-05,3997.3180350482066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180350482066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945598343433,True,0.0,0.0,0.0,True,False,661.1400191334305,0.9944540440051503,0.0,-0.00019568745975650744,0.0,150.84747681932464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.769751296678236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00031951844721334055,0.0,False,1.0,0.406640801433516,0.0,0.4045546974684646,0.0,49.72270220025751,50.0,0.0,0.0,0.0,False,False,0.0,90.4459626777375,0.0,664.3874310500004,0.0,False,0.0,False,89.68851957871266
0.13231494140625,0.0,700.0,6300.0,0.0001422129243065771,1.0,realistic,2.5145342014216025e-05,0.0016331611711691946,0.0,-9.807395655083553,0.0,6.206759256472419e-05,3997.3180376693044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180376693044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945443518496,True,0.0,0.0,0.0,True,False,664.2032681638168,0.9944539433978228,0.0,-1.6567609804541978e-05,0.0,172.9956680119928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1553901661586024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016800728553789668,0.0,False,1.0,0.40976439002274545,0.0,0.40553811324124167,0.0,49.72269716989114,50.0,0.0,0.0,0.0,False,False,0.0,90.44457833788807,0.0,661.1400191334305,0.0,False,0.0,False,89.68836098717865
0.164827880859375,0.0,700.0,6300.0,0.0001606620352650568,1.0,realistic,-0.0005177429849924442,0.0007566318114263143,0.0,-9.808576659333644,0.0,5.761646442477464e-05,3997.318040420756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.318040420756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945472246438,True,0.0,0.0,0.0,True,False,667.4702019060375,0.9944538355837729,0.0,0.00027253503226400713,0.0,194.91437574262994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015141224499169787,0.0,0.0,0.0,0.0,0.0,0.0,0.0004944849570165388,0.0,False,1.0,0.40822804379145633,0.0,0.406640801433516,0.0,49.722691779188644,50.0,0.0,0.0,0.0,False,False,0.0,90.44338020268701,0.0,664.2032681638168,0.0,False,0.0,False,89.68819624507218
0.198747802734375,0.0,700.0,6300.0,0.00017482032702252599,1.0,realistic,0.00021104119045007718,0.0006059550419323619,0.0,-9.808487697580546,0.0,4.859183833933054e-05,3997.3180429293197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180429293197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945495228791,True,0.0,0.0,0.0,True,False,670.6450218988027,0.9944537268184803,0.0,0.0002966042754515573,0.0,217.27462806346273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6316049055800333e-05,0.0,0.0,0.0,0.0,0.0,0.0,-5.2721923566423357e-05,0.0,False,1.0,0.40764187038379535,0.0,0.40976439002274545,0.0,49.722686340924014,50.0,0.0,0.0,0.0,False,False,0.0,90.44342325800824,0.0,667.4702019060375,0.0,False,0.0,False,89.68819186870387
0.235391357421875,0.0,700.0,6300.0,0.0001672395056323659,1.0,realistic,-0.0003395406298856981,-0.0007432864279197098,0.0,-9.808365635642087,0.0,4.550637042055719e-05,3997.3180459810396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180459810396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945513614674,True,0.0,0.0,0.0,True,False,668.0185965327408,0.9944536189523921,0.0,0.00044406918051359355,0.0,239.74123685670244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168956001297159e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.068887134664692e-05,0.0,False,1.0,0.4041457336001561,0.0,0.40822804379145633,0.0,49.72268094761961,50.0,0.0,0.0,0.0,False,False,0.0,90.44195905815546,0.0,670.6450218988027,0.0,False,0.0,False,89.68830733090084
0.269269775390625,0.0,700.0,6300.0,0.0001466072958037666,1.0,realistic,0.00012276850265413098,-0.0010000898037954404,0.0,-9.808101364939265,0.0,5.277275152568797e-05,3997.318048531733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.318048531733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.8094552832338,True,0.0,0.0,0.0,True,False,671.0603625305159,0.9944535162554682,0.0,0.00046995036781475463,0.0,262.1198603979874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021222748688802856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006936815043445677,0.0,False,1.0,0.40766679132481803,0.0,0.40764187038379535,0.0,49.72267581277341,50.0,0.0,0.0,0.0,False,False,0.0,90.44133441663575,0.0,668.0185965327408,0.0,False,0.0,False,89.6884358910557
0.29929345703125,0.0,700.0,6300.0,0.00015084065558988144,1.0,realistic,0.0003524020358624635,-0.0008165313354028446,0.0,-9.808473151221467,0.0,5.7773489921402916e-05,3997.318050717608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.318050717608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945540090345,True,0.0,0.0,0.0,True,False,668.042332194712,0.9944534067852258,0.0,0.00021951000002400886,0.0,284.6003831027361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011167240697326838,0.0,0.0,0.0,0.0,0.0,0.0,0.0003653843596111983,0.0,False,1.0,0.4036209380567883,0.0,0.4041457336001561,0.0,49.722670339261285,50.0,0.0,0.0,0.0,False,False,0.0,90.4408792081147,0.0,671.0603625305159,0.0,False,0.0,False,89.6884491954567
0.332494384765625,0.0,700.0,6300.0,0.00013126840404760844,1.0,realistic,-0.00011573310427898261,-0.0007347019558750383,0.0,-9.808021613008172,0.0,5.628265421967229e-05,3997.318053888232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.318053888232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945549503916,True,0.0,0.0,0.0,True,False,671.0537510659261,0.9944533045649813,0.0,0.00010972962147302286,0.0,306.9798017887169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7052935207630764e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.432788748294115e-05,0.0,False,1.0,0.4078050963027563,0.0,0.40766679132481803,0.0,49.72266522824906,50.0,0.0,0.0,0.0,False,False,0.0,90.44030378263732,0.0,668.042332194712,0.0,False,0.0,False,89.68855077842284
0.364173583984375,0.0,700.0,6300.0,0.00013984335863638525,1.0,realistic,-0.00016804673430662447,0.0012109452207036658,0.0,-9.807555053708077,0.0,5.399540223634222e-05,3997.3180571729363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.3180571729363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,False,101.80945557034774,True,0.0,0.0,0.0,True,False,674.3405646788087,0.994453195122116,0.0,0.00015862174756907697,0.0,329.1245754538987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024010138707821572,0.0,0.0,0.0,0.0,0.0,0.0,0.0007845461732358672,0.0,False,1.0,0.40588662746484433,0.0,0.4036209380567883,0.0,49.722659756105806,50.0,0.0,0.0,0.0,False,False,0.0,90.4398866684514,0.0,671.0537510659261,0.0,False,0.0,False,89.68853961129788
