time,lightbar,airspeed,gearboxMode,reverse,accYSmooth,4ws,steeringUnassisted,airflowspeed,trip,parkingbrake_input,parking,abs,hazard,lowpressure,hasABS,lowhighbeam,steering_input,highbeam,lowhighbeam_signal_R,lowhighbeam_signal_L,hPatternAxisY,hPatternAxisX,brake,throttle,highbeam_wigwag_R,highbeam_wigwag_L,reverse_wigwag_R,reverse_wigwag_L,engineRunning,freezeState,brakelight_signal_R,auto_p,auto_r,steering,auto_d,auto_1,auto_2,minGearIndex,maxGearIndex,brakelight_signal_L,smoothShiftLogicAV,lowfuel,parkingbrake,running,oil,maxrpm,idlerpm,gearModeIndex,gear,lowbeam,fuel,auto_n,ignition,rpm,turnsignal,accXSmooth,nop,clutch,rpmspin,boost,boostMax,odometer,lights,clutch_input,brake_input,throttle_input,wheelspeed,accZSmooth,altitude,horn,abs_active,avg_wheel_av,brake_lights,check_engine,clutch_ratio,engine_load,engine_throttle,exhaust_flow,fog_lights,fuel_volume,fuel_capacity,gear_a,gear_index,gear_m,hazard_signal,is_shifting,headlights,oil_temperature,radiator_fan_spin,rpm_tacho,signal_l,left_signal,signal_r,right_signal,water_temperature
0.0,0.0,0.0001298585238465869,arcade,0.0,-0.0013441325379629147,0.0,0.0,0.00012067383731221403,9.240829507263095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.000855414036511056,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998563215468883,0.0,True,677.6507525609422,0.0,-8.113698238284718e-05,0.0,1.0,119.06568606959222,0.0,0.0,9.240829507263095,0.0,0.0,0.0,0.0,0.00019788336752608096,-9.8091676584548,120.24430141357168,0.0,0.0,0.0006581761481356807,1.0,False,0.0,0.39380150780529266,0.0,0.3924560118375575,0.0,49.992816077344415,50.0,0.0,1.0,1.0,False,False,0.0,81.04821595567289,0.0,677.6518205085071,0.0,False,0.0,False,80.25468172435701
0.034345947265625,0.0,0.0001257623421662351,arcade,0.0,-0.0006483220408075268,0.0,0.0,0.00010328955416707951,9.240831873381426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0005599341119619374,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998562128096367,0.0,True,674.4189419084793,0.0,-0.0007056097329239373,0.0,1.0,142.10581290878935,0.0,0.0,9.240831873381426,0.0,0.0,0.0,0.0,1.1799954983962921e-05,-9.808841719660757,120.24430129931437,0.0,0.0,4.314807301852852e-05,1.0,False,0.0,0.3933333262319242,0.0,0.39377751759872337,0.0,49.992810640481835,50.0,0.0,1.0,1.0,False,False,0.0,81.04850266591542,0.0,677.6507525609422,0.0,False,0.0,False,80.25475090451914
0.066717041015625,0.0,0.00014666848404749138,arcade,0.0,-0.0014905138497317417,0.0,0.0,0.00010893065033779051,9.240835111883062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0010506694699641446,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998561098934016,0.0,True,677.5892275044962,0.0,-0.0006517904337591916,0.0,1.0,165.37326833415995,0.0,0.0,9.240835111883062,0.0,0.0,0.0,0.0,9.395681571932793e-05,-9.808549907490459,120.24430120790853,0.0,0.0,0.00031319687332143076,1.0,False,0.0,0.3951836321058999,0.0,0.39380150780529266,0.0,49.99280549467008,50.0,0.0,1.0,1.0,False,False,0.0,81.04871844415894,0.0,674.4189419084793,0.0,False,0.0,False,80.2548292498589
0.10219677734375,0.0,0.00017141049585079276,arcade,0.0,0.00015743647214148666,0.0,0.0,0.00011031664228910983,9.240837822204162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0013175713695208512,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998559993834399,0.0,True,680.9299535083667,0.0,-0.0009493755597754447,0.0,1.0,188.41130332132423,0.0,0.0,9.240837822204162,0.0,0.0,0.0,0.0,9.956976866702842e-07,-9.809741060155732,120.24430113478385,0.0,0.0,7.139980880310759e-06,1.0,False,0.0,0.39428401998120705,0.0,0.3933333262319242,0.0,49.992799969172,50.0,0.0,1.0,1.0,False,False,0.0,81.04888959666887,0.0,677.5892275044962,0.0,False,0.0,False,80.2548878968107
0.133520263671875,0.0,0.00018015523478301216,arcade,0.0,0.0007624150689128627,0.0,0.0,0.00010283966471185112,9.240840597943349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0012742445215398258,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998558863562379,0.0,True,677.7605199621458,0.0,-0.0009688929983052162,0.0,1.0,211.5629229987929,0.0,0.0,9.240840597943349,0.0,0.0,0.0,0.0,0.00025261411768710254,-9.809067095890146,120.24430107628412,0.0,0.0,0.0008343756344402209,1.0,False,0.0,0.39243059385350487,0.0,0.3951836321058999,0.0,49.9927943178119,50.0,0.0,1.0,1.0,False,False,0.0,81.04918975089646,0.0,680.9299535083667,0.0,False,0.0,False,80.25496419160382
0.16884423828125,0.0,0.000178184260911539,arcade,0.0,0.0005599525026860439,0.0,0.0,0.0001106479373609658,9.240842825305442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.001294896181366437,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998557826818293,0.0,True,680.9295408047964,0.0,-0.0006953070900844779,0.0,1.0,234.6067819298338,0.0,0.0,9.240842825305442,0.0,0.0,0.0,0.0,4.8419747356590525e-05,-9.809004698228412,120.24429950360542,0.0,0.0,0.0001679028064245358,1.0,False,0.0,0.39429321272144574,0.0,0.39428401998120705,0.0,49.99278913409146,50.0,0.0,1.0,1.0,False,False,0.0,81.04942387574349,0.0,677.7605199621458,0.0,False,0.0,False,80.25506845272938
0.2016005859375,0.0,0.00018363479958418593,arcade,0.0,0.0006514715025733153,0.0,0.0,0.00011785934454951522,9.240846324971212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.00162048370959826,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.999855671401393,0.0,True,677.7605119912668,0.0,-0.00033992942700227896,0.0,1.0,257.75838757538037,0.0,0.0,9.240846324971212,0.0,0.0,0.0,0.0,0.00010080942396471528,-9.808591650395877,120.24429977134136,0.0,0.0,0.0003348545578774065,1.0,False,0.0,0.3924307728882053,0.0,0.39243059385350487,0.0,49.99278357006965,50.0,0.0,1.0,1.0,False,False,0.0,81.04966657138178,0.0,680.9295408047964,0.0,False,0.0,False,80.25514585739056
0.238851318359375,0.0,0.00017663454448275137,arcade,0.0,0.0006884802957469107,0.0,0.0,0.00011344459473493764,9.240849453958127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0017905304483287166,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998555677263744,0.0,True,680.9295406483728,0.0,0.00016742900492761368,0.0,1.0,280.80224623541136,0.0,0.0,9.240849453958127,0.0,0.0,0.0,0.0,0.0001810629863180962,-9.808805278058339,120.24429845965122,0.0,0.0,-0.0006166942439449485,1.0,False,0.0,0.39429321620568936,0.0,0.39429321272144574,0.0,49.99277838631872,50.0,0.0,1.0,1.0,False,False,0.0,81.04989990162177,0.0,677.7605119912668,0.0,False,0.0,False,80.25524346477397
0.268409912109375,0.0,0.00016103459458514572,arcade,0.0,-0.0008125001984719681,0.0,0.0,0.00010445358567769285,9.24085264265178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0018135422954190122,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998554564459269,0.0,True,677.7605119882458,0.0,0.0004965990868292658,0.0,1.0,303.9538518756395,0.0,0.0,9.24085264265178,0.0,0.0,0.0,0.0,1.5914088548347864e-05,-9.808269412309375,120.24429893617801,0.0,0.0,4.786569843417965e-05,1.0,False,0.0,0.39243077295606227,0.0,0.3924307728882053,0.0,49.992772822296345,50.0,0.0,1.0,1.0,False,False,0.0,81.05014183678963,0.0,680.9295406483728,0.0,False,0.0,False,80.25531647134791
0.300889404296875,0.0,0.00016797317164350664,arcade,0.0,-0.0004941695644603917,0.0,0.0,0.00011044553249340967,9.240856424835075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-1.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,1.0,0.0007021692080973253,False,0.0,True,0.0,6300.0,700.0,0.0,1.0,0.0,0.9998553527709082,0.0,True,674.4686986814662,0.0,6.384539055048272e-05,0.0,1.0,326.99771053556776,0.0,0.0,9.240856424835075,0.0,0.0,0.0,0.0,0.000310037062422907,-9.8085794566709,120.24429931739944,0.0,0.0,0.001026389280013973,1.0,False,0.0,0.3933102695975494,0.0,0.39429321620568936,0.0,49.99276763854541,50.0,0.0,1.0,1.0,False,False,0.0,81.05037442924834,0.0,677.7605119882458,0.0,False,0.0,False,80.25541117000317
