time,lightbar,airspeed,freezeState,gearboxMode,reverse,accYSmooth,4ws,steeringUnassisted,airflowspeed,trip,parkingbrake_input,parking,abs,hazard,lowpressure,hasABS,lowhighbeam,steering_input,highbeam,lowhighbeam_signal_R,lowhighbeam_signal_L,hPatternAxisY,hPatternAxisX,odometer,brake,throttle,highbeam_wigwag_R,highbeam_wigwag_L,reverse_wigwag_R,reverse_wigwag_L,lowfuel,auto_p,auto_r,auto_n,auto_d,auto_1,auto_2,minGearIndex,maxGearIndex,brakelight_signal_L,brakelight_signal_R,smoothShiftLogicAV,engineRunning,running,steering,oil,maxrpm,idlerpm,gearModeIndex,gear,throttle_input,fuel,ignition,rpm,parkingbrake,accXSmooth,clutch,rpmspin,boost,boostMax,lowbeam,lights,turnsignal,altitude,clutch_input,brake_input,wheelspeed,nop,accZSmooth,horn,abs_active,avg_wheel_av,brake_lights,check_engine,clutch_ratio,engine_load,engine_throttle,exhaust_flow,fog_lights,fuel_volume,fuel_capacity,gear_a,gear_index,gear_m,hazard_signal,is_shifting,headlights,oil_temperature,radiator_fan_spin,rpm_tacho,signal_l,left_signal,signal_r,right_signal,water_temperature
0.0,0.0,0.043636974422520715,False,realistic,0.0,-0.06630008270651172,0.0,0.0,0.04532343532192854,264.8247888680605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8247888680605,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.6528452133814536,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991771544101384,True,674.0320180123075,0.0,-0.0028372605040541884,0.0,228.74916374017815,0.0,0.0,0.0,0.0,0.0,118.14289463360652,0.0,0.0,0.03141446244486304,0.0,-9.866984691330744,0.0,0.0,-0.10391061939299107,0.0,False,1.0,0.40253497718923137,0.0,0.4078334758753728,0.0,49.95885772050693,50.0,0.0,0.0,0.0,False,False,0.0,84.07605025038805,0.0,677.1049176365597,0.0,False,0.0,False,82.16369930691329
0.03442236328125,0.0,0.041636499397664326,False,realistic,0.0,-0.06084254562736475,0.0,0.0,0.04314388268628238,264.8262016621278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8262016621278,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.6262221797195157,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991770510498211,True,670.7719715633847,0.0,-0.0035176474096208356,0.0,251.3292369060466,0.0,0.0,0.0,0.0,0.0,118.14293356577193,0.0,0.0,0.03144323730951321,0.0,-9.857832465944545,0.0,0.0,-0.10401387326419353,0.0,False,1.0,0.40434797619350266,0.0,0.40538450423866373,0.0,49.95885255249106,50.0,0.0,0.0,0.0,False,False,0.0,84.07372838286189,0.0,674.0320180123075,0.0,False,0.0,False,82.16311628807124
0.0667626953125,0.0,0.03980960757152959,False,realistic,0.0,-0.055244659249057304,0.0,0.0,0.04117018974573229,264.82754237428526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.82754237428526,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.6004777405768544,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991769485181895,True,673.8368310218965,0.0,-0.003315281236562064,0.0,273.8000985131557,0.0,0.0,0.0,0.0,0.0,118.14301811726598,0.0,0.0,0.03149235065889158,0.0,-9.845955805432844,0.0,0.0,-0.10418154485523701,0.0,False,1.0,0.40737818284409494,0.0,0.40253497718923137,0.0,49.958847425909475,50.0,0.0,0.0,0.0,False,False,0.0,84.07139339606691,0.0,670.7719715633847,0.0,False,0.0,False,82.16253584987962
0.101521484375,0.0,0.038177723174228066,False,realistic,0.0,-0.0490315578480833,0.0,0.0,0.039395668828493866,264.82882561370644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.82882561370644,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.5776377315785803,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991768384675941,True,670.8062975020633,0.0,-0.0005945155207313646,0.0,296.3736329146825,0.0,0.0,0.0,0.0,0.0,118.14313306070731,0.0,0.0,0.031752760916945795,0.0,-9.835079410466044,0.0,0.0,-0.10504757426679134,0.0,False,1.0,0.40360734845222934,0.0,0.40434797619350266,0.0,49.9588419233797,50.0,0.0,0.0,0.0,False,False,0.0,84.06907202819008,0.0,673.8368310218965,0.0,False,0.0,False,82.16196266136274
0.133460205078125,0.0,0.036707474378692144,False,realistic,0.0,-0.04215623623893829,0.0,0.0,0.037789581943755556,264.83006320399807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.83006320399807,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.5580216208864062,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991767357769924,True,667.9934749474276,0.0,0.00126550247167325,0.0,318.51024061230106,0.0,0.0,0.0,0.0,0.0,118.14326316243304,0.0,0.0,0.03197694033378257,0.0,-9.821928195491301,0.0,0.0,-0.10579700209200382,0.0,False,1.0,0.40584877986671586,0.0,0.40737818284409494,0.0,49.958836788849624,50.0,0.0,0.0,0.0,False,False,0.0,84.0667475492077,0.0,670.8062975020633,0.0,False,0.0,False,82.16143967875463
0.166701904296875,0.0,0.035522945965685074,False,realistic,0.0,-0.035217548880918104,0.0,0.0,0.036411495614413585,264.8312480672252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8312480672252,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.5406219459196085,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991766333056652,True,667.938654466481,0.0,0.0023888392015995958,0.0,340.88802258045706,0.0,0.0,0.0,0.0,0.0,118.14339776139175,0.0,0.0,0.032205742899521675,0.0,-9.812934147992424,0.0,0.0,-0.10655900835990906,0.0,False,1.0,0.40712379467577176,0.0,0.40360734845222934,0.0,49.958831665283256,50.0,0.0,0.0,0.0,False,False,0.0,84.06450286969263,0.0,667.9934749474276,0.0,False,0.0,False,82.16092860934884
0.19745166015625,0.0,0.03468813955414901,False,realistic,0.0,-0.026080723966461813,0.0,0.0,0.035315578964045975,264.8324245653202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8324245653202,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.52676936778417,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991765292195113,True,664.7929800096854,0.0,0.0023191640620544257,0.0,3.2639680624556036,0.0,0.0,0.0,0.0,0.0,118.14352985462122,0.0,0.0,0.03244716688218103,0.0,-9.80694546203867,0.0,0.0,-0.10736366920173168,0.0,False,1.0,0.4058941297583042,0.0,0.40584877986671586,0.0,49.95882646097556,50.0,0.0,0.0,0.0,False,False,0.0,84.06211249054596,0.0,667.938654466481,0.0,False,0.0,False,82.16042563902603
0.237095703125,0.0,0.03408406841459759,False,realistic,0.0,-0.015626318212887416,0.0,0.0,0.034515086689942145,264.833581542279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.833581542279,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.5156022417149039,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991764278995064,True,667.8321177645947,0.0,0.0011673987441674304,0.0,25.534533447526556,0.0,0.0,0.0,0.0,0.0,118.14364926211495,0.0,0.0,0.03240485859996698,0.0,-9.80038334465356,0.0,0.0,-0.10722356848418713,0.0,False,1.0,0.4095301846674423,0.0,0.40712379467577176,0.0,49.958821394975324,50.0,0.0,0.0,0.0,False,False,0.0,84.05976987646652,0.0,664.7929800096854,0.0,False,0.0,False,82.15994353216912
0.26594873046875,0.0,0.03382383047702223,False,realistic,0.0,-0.00729421353909372,0.0,0.0,0.03403939764050886,264.8347245198695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8347245198695,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.5073414416458606,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.999176319312541,True,671.1075984440713,0.0,-0.001602563596222554,0.0,47.57299321434049,0.0,0.0,0.0,0.0,0.0,118.14375546926227,0.0,0.0,0.033161553788068676,0.0,-9.799414501460527,0.0,0.0,-0.10973373614251614,0.0,False,1.0,0.4073391043369201,0.0,0.4058941297583042,0.0,49.95881596562705,50.0,0.0,0.0,0.0,False,False,0.0,84.05744114422345,0.0,667.8321177645947,0.0,False,0.0,False,82.15946891358568
0.29752197265625,0.0,0.03386361035038877,False,realistic,0.0,-0.0003061557583244716,0.0,0.0,0.03385757275699174,264.8358391264866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8358391264866,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,-0.49991134034568513,1.0,True,0.0,0.0,6300.0,700.0,0.0,0.0,0.0,0.9991762097995557,True,668.0845255277093,0.0,-0.004664376611758417,0.0,70.05509832223271,0.0,0.0,0.0,0.0,0.0,118.14384806437467,0.0,0.0,0.03389311406742518,0.0,-9.800004550674956,0.0,0.0,-0.11215594224631786,0.0,False,1.0,0.40442977029862354,0.0,0.4095301846674423,0.0,49.95881048997778,50.0,0.0,0.0,0.0,False,False,0.0,84.05522650212602,0.0,671.1075984440713,0.0,False,0.0,False,82.15904911696389
