time,lightbar,maxrpm,airspeed,engineRunning,freezeState,gearboxMode,accXSmooth,accYSmooth,reverse,4ws,steeringUnassisted,airflowspeed,trip,nop,parkingbrake_input,parking,hazard,lowpressure,hasABS,lowhighbeam,steering_input,highbeam,lowhighbeam_signal_R,lowhighbeam_signal_L,gear,odometer,brake,throttle,highbeam_wigwag_R,highbeam_wigwag_L,reverse_wigwag_R,reverse_wigwag_L,brakelight_signal_R,auto_p,auto_r,steering,auto_d,auto_1,auto_2,minGearIndex,maxGearIndex,lowfuel,brakelight_signal_L,hPatternAxisY,running,lowbeam,oil,idlerpm,gearModeIndex,ignition,rpm,fuel,altitude,smoothShiftLogicAV,clutch,rpmspin,boost,boostMax,parkingbrake,abs,lights,brake_input,throttle_input,clutch_input,wheelspeed,turnsignal,hPatternAxisX,horn,accZSmooth,auto_n,abs_active,avg_wheel_av,brake_lights,check_engine,clutch_ratio,engine_load,engine_throttle,exhaust_flow,fog_lights,fuel_volume,fuel_capacity,gear_a,gear_index,gear_m,hazard_signal,is_shifting,headlights,oil_temperature,radiator_fan_spin,rpm_tacho,signal_l,left_signal,signal_r,right_signal,water_temperature
0.0,0.0,6300.0,0.00016418909814069915,1.0,False,realistic,0.0008672132251367954,-0.0026694055669317656,0.0,0.0,0.0,5.646151448657746e-05,0.013811200827599216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013811200827599216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,685.2303001691448,0.9999584895182622,118.51905906338236,-0.00018876394779488272,0.0,195.0517979344007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8382418258280643e-05,0.0,0.0,0.0,-9.810083552301219,0.0,0.0,0.00012496197450673208,0.0,False,1.0,0.40287663857030453,0.0,0.40206725939962196,0.0,49.99792447591311,50.0,0.0,0.0,0.0,False,False,0.0,80.53549072946453,0.0,681.9022139370971,0.0,False,0.0,False,80.04949233767967
0.031984375,0.0,6300.0,0.00015479922771901585,1.0,False,realistic,0.0012830149284696031,-0.0025461966787552687,0.0,0.0,0.0,5.683659524935864e-05,0.013814368838719117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013814368838719117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,682.0297423239925,0.9999583734342489,118.51905889621369,0.00041679566901992244,0.0,218.3496294062818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00016348000483847643,0.0,0.0,0.0,-9.81025384350432,0.0,0.0,0.0005321867283782922,0.0,False,1.0,0.4007394165576496,0.0,0.40404823374059945,0.0,49.99791867171244,50.0,0.0,0.0,0.0,False,False,0.0,80.53645769299881,0.0,685.2303001691448,0.0,False,0.0,False,80.04956305907965
0.06743310546875,0.0,6300.0,0.0001668722273081969,1.0,False,realistic,-0.00019574578281325843,-0.001449829593448671,0.0,0.0,0.0,7.40433238096506e-05,0.01381712751743828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01381712751743828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,685.1858637752059,0.9999582650809925,118.51905723659986,0.0006672775154881528,0.0,241.87965746776229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8779111552987675e-05,0.0,0.0,0.0,-9.810428087986173,0.0,0.0,-0.00012619423068827018,0.0,False,1.0,0.40279833021374356,0.0,0.40287663857030453,0.0,49.99791325404963,50.0,0.0,0.0,0.0,False,False,0.0,80.53745677084378,0.0,682.0297423239925,0.0,False,0.0,False,80.04965269871305
0.10057470703125,0.0,6300.0,0.00016860294728994067,1.0,False,realistic,0.0006441585156373489,-0.0014146638881489847,0.0,0.0,0.0,7.187215195728232e-05,0.013820494927648303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013820494927648303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,681.977396112178,0.9999581507930722,118.5190574347877,0.0007312157530946385,0.0,265.17597810216733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.092016108637802e-05,0.0,0.0,0.0,-9.810991409576221,0.0,0.0,-0.00013312855298863724,0.0,False,1.0,0.40127891295515966,0.0,0.4007394165576496,0.0,49.99790753965361,50.0,0.0,0.0,0.0,False,False,0.0,80.53836231054244,0.0,685.1858637752059,0.0,False,0.0,False,80.04972350749696
0.133734130859375,0.0,6300.0,0.0001583276949696256,1.0,False,realistic,0.001202661929715207,-0.0018613964289711008,0.0,0.0,0.0,6.845770752284116e-05,0.01382341351127611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01382341351127611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,678.702136740733,0.9999580424737595,118.51905759333798,0.0006635315545052918,0.0,288.363210830101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00012216345828942432,0.0,0.0,0.0,-9.810707392924908,0.0,0.0,-0.0003977611249865731,0.0,False,1.0,0.4018824346450897,0.0,0.40279833021374356,0.0,49.99790212368798,50.0,0.0,0.0,0.0,False,False,0.0,80.53935710717535,0.0,681.977396112178,0.0,False,0.0,False,80.0498057033106
0.164989501953125,0.0,6300.0,0.00014998735977720575,1.0,False,realistic,0.0010581487258448452,-0.0007637933414382373,0.0,0.0,0.0,6.845558632067144e-05,0.013826026635288865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013826026635288865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,675.4050139495796,0.9999579365784947,118.51905619429928,0.0005991417709789518,0.0,311.7784364894387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4660968150898863e-05,0.0,0.0,0.0,-9.810875593253986,0.0,0.0,-0.00011295369768049568,0.0,False,1.0,0.40295760648397555,0.0,0.40127891295515966,0.0,49.99789682892474,50.0,0.0,0.0,0.0,False,False,0.0,80.54027391926316,0.0,678.702136740733,0.0,False,0.0,False,80.04987040483486
0.198558349609375,0.0,6300.0,0.00015524375346610033,1.0,False,realistic,0.0021482356815362984,-0.0010290701428799555,0.0,0.0,0.0,6.73928306392932e-05,0.013828990805127244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013828990805127244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,672.0632523971676,0.9999578314418677,118.51905660094724,0.0001876377882534838,0.0,334.4045050203515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00022345056189830136,0.0,0.0,0.0,-9.809810636144228,0.0,0.0,-0.0007275708303495776,0.0,False,1.0,0.4039539631730569,0.0,0.4018824346450897,0.0,49.99789157209338,50.0,0.0,0.0,0.0,False,False,0.0,80.54112645251705,0.0,675.4050139495796,0.0,False,0.0,False,80.049915320779
0.2347802734375,0.0,6300.0,0.0001393207698678947,1.0,False,realistic,0.0017639365103258881,-0.0004287005015525013,0.0,0.0,0.0,6.198797703592686e-05,0.013831525634983684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013831525634983684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,668.8304965193418,0.9999577254856624,118.5190569262656,-0.00016247594736964712,0.0,357.25465684365605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.524232444221983e-05,0.0,0.0,0.0,-9.809218816165465,0.0,0.0,0.00017970724729821086,0.0,False,1.0,0.40518255176223095,0.0,0.40295760648397555,0.0,49.997886274283125,50.0,0.0,0.0,0.0,False,False,0.0,80.54210082705447,0.0,672.0632523971676,0.0,False,0.0,False,80.04993743000807
0.2650263671875,0.0,6300.0,0.00013956640211141669,1.0,False,realistic,0.0011626302515362144,-0.0004836892111039225,0.0,0.0,0.0,6.939279958410279e-05,0.013835103229458056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013835103229458056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,671.9880280199196,0.9999576232630184,118.51905566064138,-0.001087628552322145,0.0,19.9948949611412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.940004110264225e-05,0.0,0.0,0.0,-9.809020730611952,0.0,0.0,-0.0003236185948480852,0.0,False,1.0,0.40726645851724647,0.0,0.4039539631730569,0.0,49.99788116315092,50.0,0.0,0.0,0.0,False,False,0.0,80.54289912277899,0.0,668.8304965193418,0.0,False,0.0,False,80.0499619166829
0.297855712890625,0.0,6300.0,0.00011968381584182754,1.0,False,realistic,0.0016005437080200483,-0.0007004096716880098,0.0,0.0,0.0,6.293750850210969e-05,0.013838340952864176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013838340952864176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,False,0.0,0.0,True,0.0,0.0,700.0,0.0,True,675.2686245786672,0.9999575120738394,118.51905464814202,-0.0012025798289703592,0.0,42.50649446055901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1704896405870885e-05,0.0,0.0,0.0,-9.809005201657035,0.0,0.0,7.060207281028852e-05,0.0,False,1.0,0.4060312169416832,0.0,0.40518255176223095,0.0,49.997875603691966,50.0,0.0,0.0,0.0,False,False,0.0,80.54376064314478,0.0,671.9880280199196,0.0,False,0.0,False,80.0499676285909
